"","subid","duration","summary","summary_coded","yob","gender","ethnicity","religion","comments","subid_char","character","capacity","response","response_num"
"1741","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_beetles","beetles","feel hungry","YES",1
"1742","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_beetles","beetles","think","NO",0
"1743","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_beetles","beetles","please choose yes","YES",1
"1744","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","think","NO",0
"1745","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","feel hungry","NO",0
"1746","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","feel happy","NO",0
"1747","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","know stuff","YES",1
"1748","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","please click kinda","KINDA",0.5
"1749","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","smell things","NO",0
"1750","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","get thirsty","NO",0
"1751","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","please choose yes","YES",1
"1752","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","feel sick","NO",0
"1753","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","see","KINDA",0.5
"1754","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","get scared","NO",0
"1755","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","figure things out","YES",1
"1756","R-27C0oYX3W9F3M9q","353","I answered questions about what beetles and robots can or cannot do.","1","1983","f","white","not_religious","I may have just missed the warning but I didn't anticipate the survey auto progressing when I clicked an answer. I clicked my first answer about the beetles and then my answer did not show as selected so I clicked again and as I did that and it moved forward, I realized that it had moved to a second question (hence why no answer showed as selected yet) and I had just accidentally answered no without reading the second question. From there on out, I was aware and all answers were as intended.","R-27C0oYX3W9F3M9q_robots","robots","feel tired","NO",0
